id_pdc_local,statut_pdc,arrondissement,id_station_local,id_station_itinerance,nom_station,code_insee_commune,implantation_station,nbre_pdc,date_maj,condition_acces,adresse_station,coordonneesxy,gratuit,paiement_acte,paiement_cb,paiement_autre,reservation,observations,num_pdl,siren_amenageur,contact_amenageur,nom_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,tarification,id_pdc_itinerance,date_mise_en_service,accessibilite_pmr,restriction_gabarit,station_deux_roues,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,prise_type_3,horaires,raccordement,collection_name
FR*V75*EPX11*02*4,En service,11e Arrondissement,FR*V75*PPX11*02,FRV75PPX1102,Paris | Rue de la Roquette  162,75111,Voirie,7,2024-07-01,Accès libre,162 Rue de la Roquette 75011 Paris,"{'lon': 2.384125, 'lat': 48.858604}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7260926086614,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX11024,2021-07-08T12:34:47+00:00,Non accessible,aucune restriction,False,3,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX17*02*6,En service,17e Arrondissement,FR*V75*PPX17*02,FRV75PPX1702,Paris | Place du Général Koënig 12,75117,Voirie,6,2024-07-01,Accès libre,12 Place du Général Koënig 75017 Paris,"{'lon': 2.284095, 'lat': 48.88112}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7534732174665,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX17026,2021-06-24T14:06:54+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX16*03*1,En service,16e Arrondissement,FR*V75*PPX16*03,FRV75PPX1603,Paris | Rue des Eaux  2,75116,Voirie,6,2024-07-01,Accès libre,2 Rue des Eaux 75016 Paris,"{'lon': 2.2856026, 'lat': 48.85666}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7451085282221,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX16031,2021-11-09T11:00:08+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX16*07*3,En service,16e Arrondissement,FR*V75*PPX16*07,FRV75PPX1607,Paris | square Tolstoï 2,75116,Voirie,6,2024-07-01,Accès libre,2 square Tolstoï 75016 Paris,"{'lon': 2.261698, 'lat': 48.8531}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7438639551428,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX16073,2021-07-22T15:34:33+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX08*08*2,En service,08e Arrondissement,FR*V75*PPX08*08,FRV75PPX0808,Paris | Boulevard des Batignolles 9,75108,Voirie,4,2024-07-01,Accès libre,9 Boulevard des Batignolles 75008 Paris,"{'lon': 2.325922, 'lat': 48.883015}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7547467341388,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX08082,2021-07-13T12:08:36+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX18*05*1,En service,18e Arrondissement,FR*V75*PPX18*05,FRV75PPX1805,Paris | Rue Custine 17,75118,Voirie,6,2024-07-01,Accès libre,17 Rue Custine 75018 Paris,"{'lon': 2.3480344, 'lat': 48.88836}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7515629425149,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX18051,2021-07-21T15:51:40+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX08*13*6,En service,08e Arrondissement,FR*V75*PPX08*13,FRV75PPX0813,Paris | Rue François 1er 38,75108,Voirie,6,2024-07-01,Accès libre,38 Rue François 1er 75008 Paris,"{'lon': 2.3046348, 'lat': 48.86821}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7454992663469,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX08136,2021-09-21T13:14:31+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX12*09*6,En service,12e Arrondissement,FR*V75*PPX12*09,FRV75PPX1209,Paris | Avenue Ledru Rollin 20,75112,Voirie,6,2024-08-19,Accès libre,20 Avenue Ledru Rollin 75012 Paris,"{'lon': 2.3692153, 'lat': 48.84652}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7258321165440,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX12096,2023-07-12T13:50:58+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*E9005*01*3,En service,05e Arrondissement,FR*V75*P9005*01,FRV75P900501,Paris | Place du Panthéon 17,75105,Voirie,3,2024-07-01,Accès libre,17 Place du Panthéon 75005 Paris,"{'lon': 2.345032, 'lat': 48.845715}",false,true,false,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",07322865318040,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75E9005013,2021-03-15T14:41:50+00:00,Non accessible,aucune restriction,False,22,True,True,True,True,False,True,24/7,Direct,belib
FR*V75*E9006*04*2,En service,06e Arrondissement,FR*V75*P9006*04,FRV75P900604,Paris | Rue de Sevres 20,75106,Voirie,3,2024-07-01,Accès libre,20 Rue de Sevres 75006 Paris,"{'lon': 2.326367, 'lat': 48.851025}",false,true,false,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",07398552727037,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75E9006042,2021-03-15T14:41:52+00:00,Non accessible,aucune restriction,False,4,True,False,False,False,False,False,24/7,Direct,belib
FR*V75*E9018*04*2,En service,18e Arrondissement,FR*V75*P9018*04,FRV75P901804,Paris | Rue Ordener 110,75118,Voirie,3,2024-07-01,Accès libre,110 Rue Ordener 75018 Paris,"{'lon': 2.34066, 'lat': 48.89311}",false,true,false,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",50030336286445,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75E9018042,2021-03-15T14:42:19+00:00,Non accessible,aucune restriction,False,4,True,False,False,False,False,False,24/7,Direct,belib
FR*V75*EPX03*01*3,En service,Paris centre,FR*V75*PPX03*01,FRV75PPX0301,Paris | Rue Saint-Martin 204,75103,Voirie,4,2024-07-01,Accès libre,204 Rue Saint-Martin 75003 Paris,"{'lon': 2.3526978, 'lat': 48.86334}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7167004265326,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX03013,2021-05-12T10:02:31+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX20*04*4,En service,20e Arrondissement,FR*V75*PPX20*04,FRV75PPX2004,Paris | bis Rue du Capitaine Ferber 5,75120,Voirie,6,2024-07-01,Accès libre,5 bis Rue du Capitaine Ferber 75020 Paris,"{'lon': 2.405207, 'lat': 48.86536}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7256729270625,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX20044,2022-01-27T15:34:30+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX07*06*1,En service,07e Arrondissement,FR*V75*PPX07*06,FRV75PPX0706,Paris | Rue de Bellechasse 5,75107,Voirie,5,2024-07-01,Accès libre,5 Rue de Bellechasse 75007 Paris,"{'lon': 2.3245049, 'lat': 48.85988}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7329377619136,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX07061,2021-07-07T08:26:51+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX15*05*1,En service,15e Arrondissement,FR*V75*PPX15*05,FRV75PPX1505,Paris | Rue de la Croix Nivert 192,75115,Voirie,5,2024-07-01,Accès libre,192 Rue de la Croix Nivert 75015 Paris,"{'lon': 2.2892983, 'lat': 48.838886}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7453979638081,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX15051,2021-07-13T14:13:13+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX15*17*5,En service,15e Arrondissement,FR*V75*PPX15*17,FRV75PPX1517,Paris | Avenue de Suffren 112,75115,Voirie,6,2024-07-01,Accès libre,112 Avenue de Suffren 75015 Paris,"{'lon': 2.3045475, 'lat': 48.848923}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7458755326326,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX15175,2021-07-09T06:34:57+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX15*18*4,En service,15e Arrondissement,FR*V75*PPX15*18,FRV75PPX1518,Paris | Rue de la Fédération 10,75115,Voirie,6,2024-07-01,Accès libre,10 Rue de la Fédération 75015 Paris,"{'lon': 2.2904053, 'lat': 48.85482}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7420405109341,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX15184,2021-07-13T14:45:43+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX18*05*5,En service,18e Arrondissement,FR*V75*PPX18*05,FRV75PPX1805,Paris | Rue Custine 17,75118,Voirie,6,2024-07-01,Accès libre,17 Rue Custine 75018 Paris,"{'lon': 2.3480344, 'lat': 48.88836}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7515629425149,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX18055,2021-07-21T15:51:14+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX20*08*3,En service,20e Arrondissement,FR*V75*PPX20*08,FRV75PPX2008,Paris | Rue Monte Cristo 24,75120,Voirie,6,2024-07-01,Accès libre,24 Rue Monte Cristo 75020 Paris,"{'lon': 2.3984911, 'lat': 48.855225}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7200868199655,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX20083,2021-07-21T16:03:55+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX02*07*2,En service,Paris centre,FR*V75*PPX02*07,FRV75PPX0207,Paris | Rue d'Uzès 1,75102,Voirie,5,2024-07-01,Accès libre,1 Rue d'Uzès 75002 Paris,"{'lon': 2.3454537, 'lat': 48.870422}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7166280676326,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX02072,2021-10-12T16:14:51+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*EPX05*08*2,En service,05e Arrondissement,FR*V75*PPX05*08,FRV75PPX0508,Paris | Rue Gay-Lussac 66,75105,Voirie,5,2024-07-01,Accès libre,66 Rue Gay-Lussac 75005 Paris,"{'lon': 2.3430684, 'lat': 48.842007}",false,true,true,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",7342257504207,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75EPX05082,2021-08-11T10:54:37+00:00,Non accessible,aucune restriction,False,7,True,True,False,False,False,False,24/7,Direct,belib
FR*V75*E9007*04*1,En service,07e Arrondissement,FR*V75*P9007*04,FRV75P900704,Paris | Rue du Bac 35,75107,Voirie,3,2024-07-01,Accès libre,35 Rue du Bac 75007 Paris,"{'lon': 2.327753, 'lat': 48.857124}",false,true,false,true,false,"['Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib', ""Plus d'information - https://belib.paris.fr""]",07322431164699,531680445,assistance.technique@tevgo.fr,TOTALENERGIES,TOTALENERGIES,assistance.technique@tevgo.fr,01 85 16 94 02,Belib',https://belib.paris,FRV75E9007041,2021-03-15T14:41:53+00:00,Non accessible,aucune restriction,False,22,True,True,True,True,False,True,24/7,Direct,belib
